time,segment_id,speed,street,direction,from_street,to_street,length,street_heading,bus_count,message_count,hour,day_of_week,month,record_id,start_latitude,start_longitude,end_latitude,end_longitude,start_location,end_location,comments
2026-04-30T01:01:08.000,972,-1,Pershing,EB,Dr Martin L King Jr,Cottage Grove,0.52,E,0,0,1,5,4,0972-202604300601,41.82387853,-87.61699842,41.82387853,-87.60689442,"{'type': 'Point', 'coordinates': [-87.61699842, 41.82387853]}","{'type': 'Point', 'coordinates': [-87.60689442, 41.82387853]}",
2026-04-30T01:01:08.000,976,-1,Pershing,WB,Halsted,Ashland,1,W,0,0,1,5,4,0976-202604300601,41.82359009,-87.64595204,41.82327531,-87.66551,"{'type': 'Point', 'coordinates': [-87.64595204, 41.82359009]}","{'type': 'Point', 'coordinates': [-87.66551, 41.82327531]}",
2026-04-30T01:01:08.000,977,-1,Pershing,WB,Dan Ryan Expy,Halsted,0.8,W,0,0,1,5,4,0977-202604300601,41.82391453,-87.63050842,41.82359009,-87.64595204,"{'type': 'Point', 'coordinates': [-87.63050842, 41.82391453]}","{'type': 'Point', 'coordinates': [-87.64595204, 41.82359009]}",
2026-04-30T01:01:08.000,978,-1,Pershing,WB,State,Dan Ryan Expy,0.38,W,0,0,1,5,4,0978-202604300601,41.82401853,-87.62644842,41.82391453,-87.63050842,"{'type': 'Point', 'coordinates': [-87.62644842, 41.82401853]}","{'type': 'Point', 'coordinates': [-87.63050842, 41.82391453]}",
2026-04-30T01:01:08.000,979,-1,Pershing,WB,Dr Martin L King Jr,State,0.54,E,0,0,1,5,4,0979-202604300601,41.82407853,-87.61699842,41.82401853,-87.62644842,"{'type': 'Point', 'coordinates': [-87.61699842, 41.82407853]}","{'type': 'Point', 'coordinates': [-87.62644842, 41.82401853]}",
2026-04-30T01:01:08.000,980,-1,Pershing,WB,Cottage Grove,Dr Martin L King Jr,0.52,E,0,0,1,5,4,0980-202604300601,41.82407853,-87.60689442,41.82407853,-87.61699842,"{'type': 'Point', 'coordinates': [-87.60689442, 41.82407853]}","{'type': 'Point', 'coordinates': [-87.61699842, 41.82407853]}",
2026-04-30T01:01:08.000,985,-1,Torrence,SB,107th,112th,0.62,S,0,0,1,5,4,0985-202604300601,41.700977697,-87.5597578004,41.6919421101,-87.559645328,"{'type': 'Point', 'coordinates': [-87.5597578004, 41.700977697]}","{'type': 'Point', 'coordinates': [-87.559645328, 41.6919421101]}",
2026-04-30T01:01:08.000,986,-1,Torrence,SB,103rd,107th,0.5,S,0,0,1,5,4,0986-202604300601,41.7081692089,-87.5598487355,41.700977697,-87.5597578004,"{'type': 'Point', 'coordinates': [-87.5598487355, 41.7081692089]}","{'type': 'Point', 'coordinates': [-87.5597578004, 41.700977697]}",
2026-04-30T01:01:08.000,987,-1,Torrence,SB,99th,103rd,0.5,S,0,0,1,5,4,0987-202604300601,41.7154067044,-87.5599585029,41.7081692089,-87.5598487355,"{'type': 'Point', 'coordinates': [-87.5599585029, 41.7154067044]}","{'type': 'Point', 'coordinates': [-87.5598487355, 41.7081692089]}",
2026-04-30T01:01:08.000,994,-1,Touhy,EB,Oriole,Harlem,0.5,W,0,0,1,5,4,0994-202604300601,42.0113219108,-87.8163277341,42.0115794459,-87.8065782442,"{'type': 'Point', 'coordinates': [-87.8163277341, 42.0113219108]}","{'type': 'Point', 'coordinates': [-87.8065782442, 42.0115794459]}",
2026-04-30T01:01:08.000,997,-1,Touhy,EB,Caldwell,Lehigh,0.79,W,0,0,1,5,4,0997-202604300601,42.0118012997,-87.788844102,42.0117270439,-87.7734085578,"{'type': 'Point', 'coordinates': [-87.788844102, 42.0118012997]}","{'type': 'Point', 'coordinates': [-87.7734085578, 42.0117270439]}",outside city limits
2026-04-30T01:01:08.000,1000,-1,Touhy,EB,Crawford,Kedzie,1,W,0,0,1,5,4,1000-202604300601,42.0115985088,-87.7285988897,42.0117196518,-87.7090567368,"{'type': 'Point', 'coordinates': [-87.7285988897, 42.0115985088]}","{'type': 'Point', 'coordinates': [-87.7090567368, 42.0117196518]}",outside city limits
2026-04-30T01:01:08.000,1001,-1,Touhy,EB,Kedzie,California,0.47,W,0,0,1,5,4,1001-202604300601,42.0117196518,-87.7090567368,42.0119763841,-87.6997466265,"{'type': 'Point', 'coordinates': [-87.7090567368, 42.0117196518]}","{'type': 'Point', 'coordinates': [-87.6997466265, 42.0119763841]}",
2026-04-30T01:01:08.000,1003,-1,Touhy,EB,Western,Ridge,0.36,W,0,0,1,5,4,1003-202604300601,42.0121628852,-87.6902422854,42.0121053665,-87.6830672906,"{'type': 'Point', 'coordinates': [-87.6902422854, 42.0121628852]}","{'type': 'Point', 'coordinates': [-87.6830672906, 42.0121053665]}",
2026-04-30T01:01:08.000,1052,-1,Washington,EB,Racine,Halsted,0.47,W,0,0,1,5,4,1052-202604300601,41.8829113042,-87.6566669933,41.883031561,-87.647404773,"{'type': 'Point', 'coordinates': [-87.6566669933, 41.8829113042]}","{'type': 'Point', 'coordinates': [-87.647404773, 41.883031561]}",
2026-04-30T01:01:08.000,1053,25,Washington,EB,Halsted,Wacker,0.53,W,2,11,1,5,4,1053-202604300601,41.883031561,-87.647404773,41.883144306,-87.6370264614,"{'type': 'Point', 'coordinates': [-87.647404773, 41.883031561]}","{'type': 'Point', 'coordinates': [-87.6370264614, 41.883144306]}",
2026-04-30T01:01:08.000,1054,20,Washington,EB,Wacker,Michigan,0.64,W,5,21,1,5,4,1054-202604300601,41.883144306,-87.6370264614,41.8831986058,-87.6244239148,"{'type': 'Point', 'coordinates': [-87.6370264614, 41.883144306]}","{'type': 'Point', 'coordinates': [-87.6244239148, 41.8831986058]}",
2026-04-30T01:01:08.000,1055,-1,Randolph,WB,Lake Shore Dr,Columbus,0.32,E,0,0,1,5,4,1055-202604300601,41.8845180727,-87.6143562664,41.8846520046,-87.6206419402,"{'type': 'Point', 'coordinates': [-87.6143562664, 41.8845180727]}","{'type': 'Point', 'coordinates': [-87.6206419402, 41.8846520046]}",
2026-04-30T01:01:08.000,1056,22,Randolph,WB,Columbus,Michigan,0.19,E,1,2,1,5,4,1056-202604300601,41.8846520046,-87.6206419402,41.8846086464,-87.6244501884,"{'type': 'Point', 'coordinates': [-87.6206419402, 41.8846520046]}","{'type': 'Point', 'coordinates': [-87.6244501884, 41.8846086464]}",
2026-04-30T01:01:08.000,1057,22,Randolph,WB,Michigan,Wacker,0.65,E,1,2,1,5,4,1057-202604300601,41.8846086464,-87.6244501884,41.8845986991,-87.637068542,"{'type': 'Point', 'coordinates': [-87.6244501884, 41.8846086464]}","{'type': 'Point', 'coordinates': [-87.637068542, 41.8845986991]}",
2026-04-30T01:01:08.000,1058,-1,Randolph,WB,Wacker,Halsted,0.53,W,0,0,1,5,4,1058-202604300601,41.8845986991,-87.637068542,41.8844304739,-87.6474313736,"{'type': 'Point', 'coordinates': [-87.637068542, 41.8845986991]}","{'type': 'Point', 'coordinates': [-87.6474313736, 41.8844304739]}",
2026-04-30T01:01:08.000,1059,-1,Randolph,WB,Halsted,Racine,0.47,W,0,0,1,5,4,1059-202604300601,41.8844304739,-87.6474313736,41.8842675466,-87.6567189866,"{'type': 'Point', 'coordinates': [-87.6474313736, 41.8844304739]}","{'type': 'Point', 'coordinates': [-87.6567189866, 41.8842675466]}",
2026-04-30T01:01:08.000,1060,-1,Randolph,WB,Racine,Ogden,0.34,W,0,0,1,5,4,1060-202604300601,41.8842675466,-87.6567189866,41.8842641098,-87.6633319571,"{'type': 'Point', 'coordinates': [-87.6567189866, 41.8842675466]}","{'type': 'Point', 'coordinates': [-87.6633319571, 41.8842641098]}",
2026-04-30T01:01:08.000,1061,-1,Washington,WB,Randolph,1550 West,0.1,W,0,0,1,5,4,1061-202604300601,41.8842641098,-87.6633319571,41.8831805916,-87.6648232007,"{'type': 'Point', 'coordinates': [-87.6633319571, 41.8842641098]}","{'type': 'Point', 'coordinates': [-87.6648232007, 41.8831805916]}",
2026-04-30T01:01:08.000,1062,-1,Washington,WB,1550 West,Ashland,0.1,W,0,0,1,5,4,1062-202604300601,41.8831805916,-87.6648232007,41.8834361798,-87.6668699742,"{'type': 'Point', 'coordinates': [-87.6648232007, 41.8831805916]}","{'type': 'Point', 'coordinates': [-87.6668699742, 41.8834361798]}",
2026-04-30T01:01:08.000,1063,-1,Washington,WB,Ashland,Damen,0.5,W,0,0,1,5,4,1063-202604300601,41.8834361798,-87.6668699742,41.8832841185,-87.6766889546,"{'type': 'Point', 'coordinates': [-87.6668699742, 41.8834361798]}","{'type': 'Point', 'coordinates': [-87.6766889546, 41.8832841185]}",
2026-04-30T01:01:08.000,1081,-1,127th,EB,Halsted,Indiana,1.22681017401,W,0,0,1,5,4,1081-202604300601,41.6631935046,-87.6413683477,41.6632816133,-87.6176632662,"{'type': 'Point', 'coordinates': [-87.6413683477, 41.6631935046]}","{'type': 'Point', 'coordinates': [-87.6176632662, 41.6632816133]}",Outside City Limits
2026-04-30T01:01:08.000,1082,-1,130th,EB,Indiana,I-94 Expy,1.53562368359,E,0,0,1,5,4,1082-202604300601,41.6589702239,-87.618454928,41.6598188126,-87.5888058664,"{'type': 'Point', 'coordinates': [-87.618454928, 41.6589702239]}","{'type': 'Point', 'coordinates': [-87.5888058664, 41.6598188126]}",Outside City Limits
2026-04-30T01:01:08.000,1083,-1,130th,EB,I-94 Expy,Torrence,1.52864671422,E,0,0,1,5,4,1083-202604300601,41.6598188126,-87.5888058664,41.6590521297,-87.5592878166,"{'type': 'Point', 'coordinates': [-87.5888058664, 41.6598188126]}","{'type': 'Point', 'coordinates': [-87.5592878166, 41.6590521297]}",Outside City Limits
2026-04-30T01:01:08.000,1089,31,127th,WB,Indiana,Halsted,1.22681017401,E,1,1,1,5,4,1089-202604300601,41.6635560289,-87.6176602275,41.6634679215,-87.6413654096,"{'type': 'Point', 'coordinates': [-87.6176602275, 41.6635560289]}","{'type': 'Point', 'coordinates': [-87.6413654096, 41.6634679215]}",Outside City Limits
2026-04-30T01:01:08.000,1090,31,130th,WB,I-94 Expy,Indiana,1.53562368359,E,1,5,1,5,4,1090-202604300601,41.6600932265,-87.5888027055,41.6592446397,-87.6184518931,"{'type': 'Point', 'coordinates': [-87.5888027055, 41.6600932265]}","{'type': 'Point', 'coordinates': [-87.6184518931, 41.6592446397]}",Outside City Limits
2026-04-30T01:01:08.000,1091,-1,130th,WB,Torrence,I-94 Expy,1.52864671422,E,0,0,1,5,4,1091-202604300601,41.6593265417,-87.5592845305,41.6600932265,-87.5888027055,"{'type': 'Point', 'coordinates': [-87.5592845305, 41.6593265417]}","{'type': 'Point', 'coordinates': [-87.5888027055, 41.6600932265]}",Outside City Limits
2026-04-30T01:01:08.000,1098,-1,Cermak,EB,Harlem,Ridgeland,1.03941949415,W,0,0,1,5,4,1098-202604300601,41.8502380854,-87.8036133151,41.8507279962,-87.7834806928,"{'type': 'Point', 'coordinates': [-87.8036133151, 41.8502380854]}","{'type': 'Point', 'coordinates': [-87.7834806928, 41.8507279962]}",Outside City Limits
2026-04-30T01:01:08.000,1099,-1,Cermak,EB,Ridgeland,Central,1,W,0,0,1,5,4,1099-202604300601,41.8507279962,-87.7834806928,41.8507279962,-87.7634806928,"{'type': 'Point', 'coordinates': [-87.7834806928, 41.8507279962]}","{'type': 'Point', 'coordinates': [-87.7634806928, 41.8507279962]}",Outside City Limits
2026-04-30T01:01:08.000,1100,0,Cermak,EB,Central,Cicero,1,W,1,24,1,5,4,1100-202604300601,41.8507279962,-87.7634806928,41.8512059248,-87.7442689094,"{'type': 'Point', 'coordinates': [-87.7634806928, 41.8507279962]}","{'type': 'Point', 'coordinates': [-87.7442689094, 41.8512059248]}",Outside City Limits
2026-04-30T01:01:08.000,1101,-1,Cermak,EB,Cicero,City Boundary,0.246436741944,W,0,0,1,5,4,1101-202604300601,41.8512059248,-87.7442689094,41.8512417062,-87.7394933319,"{'type': 'Point', 'coordinates': [-87.7442689094, 41.8512059248]}","{'type': 'Point', 'coordinates': [-87.7394933319, 41.8512417062]}",Outside City Limits
2026-04-30T01:01:08.000,1102,-1,Cermak,WB,Ridgeland,Harlem,1.03941949415,W,0,0,1,5,4,1102-202604300601,41.8510024115,-87.7834783427,41.8505125016,-87.803611051,"{'type': 'Point', 'coordinates': [-87.7834783427, 41.8510024115]}","{'type': 'Point', 'coordinates': [-87.803611051, 41.8505125016]}",Outside City Limits
2026-04-30T01:01:08.000,1103,-1,Cermak,WB,Central,Ridgeland,1,W,0,0,1,5,4,1103-202604300601,41.851385,-87.763913,41.8510024115,-87.7834783427,"{'type': 'Point', 'coordinates': [-87.763913, 41.851385]}","{'type': 'Point', 'coordinates': [-87.7834783427, 41.8510024115]}",Outside City Limits
2026-04-30T01:01:08.000,1104,28,Cermak,WB,Cicero,Central,1,W,1,26,1,5,4,1104-202604300601,41.8514803382,-87.7442663916,41.851385,-87.763913,"{'type': 'Point', 'coordinates': [-87.7442663916, 41.8514803382]}","{'type': 'Point', 'coordinates': [-87.763913, 41.851385]}",Outside City Limits
2026-04-30T01:01:08.000,1105,-1,Cermak,WB,City Boundary,Cicero,0.246436741944,W,0,0,1,5,4,1105-202604300601,41.8515161194,-87.7394907937,41.8514803382,-87.7442663916,"{'type': 'Point', 'coordinates': [-87.7394907937, 41.8515161194]}","{'type': 'Point', 'coordinates': [-87.7442663916, 41.8514803382]}",Outside City Limits
2026-04-30T01:01:08.000,1115,-1,111th,EB,Crawford,Kedzie,1.00727769413,W,0,0,1,5,4,1115-202604300601,41.6912250073,-87.7202991601,41.6914305788,-87.7008290506,"{'type': 'Point', 'coordinates': [-87.7202991601, 41.6912250073]}","{'type': 'Point', 'coordinates': [-87.7008290506, 41.6914305788]}",Outside City Limits
2026-04-30T01:01:08.000,1116,-1,111th,EB,Kedzie,Western,1.01775151447,W,0,0,1,5,4,1116-202604300601,41.6914305788,-87.7008290506,41.6916419497,-87.6811565356,"{'type': 'Point', 'coordinates': [-87.7008290506, 41.6914305788]}","{'type': 'Point', 'coordinates': [-87.6811565356, 41.6916419497]}",Outside City Limits
2026-04-30T01:01:08.000,1117,-1,111th,WB,Kedzie,Crawford,1.00727769413,W,0,0,1,5,4,1117-202604300601,41.6917049977,-87.7008263623,41.6914994271,-87.7202965545,"{'type': 'Point', 'coordinates': [-87.7008263623, 41.6917049977]}","{'type': 'Point', 'coordinates': [-87.7202965545, 41.6914994271]}",Outside City Limits
2026-04-30T01:01:08.000,1118,-1,111th,WB,Western,Kedzie,1.01775151447,W,0,0,1,5,4,1118-202604300601,41.6919163675,-87.6811537636,41.6917049977,-87.7008263623,"{'type': 'Point', 'coordinates': [-87.6811537636, 41.6919163675]}","{'type': 'Point', 'coordinates': [-87.7008263623, 41.6917049977]}",Outside City Limits
2026-04-30T01:01:08.000,1124,-1,Cicero,NB,95th,87th,0.987950842819,S,0,0,1,5,4,1124-202604300601,41.7201471215,-87.7406249198,41.7344603497,-87.740933,"{'type': 'Point', 'coordinates': [-87.7406249198, 41.7201471215]}","{'type': 'Point', 'coordinates': [-87.740933, 41.7344603497]}",Outside City Limits
2026-04-30T01:01:08.000,1221,21,Halsted,NB,Harrison,Madison,0.52,S,1,2,1,5,4,1221-202604300601,41.874338,-87.646935,41.881776,-87.647171,"{'type': 'Point', 'coordinates': [-87.646935, 41.874338]}","{'type': 'Point', 'coordinates': [-87.647171, 41.881776]}",
2026-04-30T01:01:08.000,1222,20,Halsted,NB,Madison,Grand,0.65,N,3,23,1,5,4,1222-202604300601,41.881776,-87.647171,41.891185,-87.647427,"{'type': 'Point', 'coordinates': [-87.647171, 41.881776]}","{'type': 'Point', 'coordinates': [-87.647427, 41.891185]}",
2026-04-30T01:01:08.000,1223,24,Halsted,NB,Grand,Chicago,0.35,N,1,1,1,5,4,1223-202604300601,41.891185,-87.647427,41.896397,-87.647555,"{'type': 'Point', 'coordinates': [-87.647427, 41.891185]}","{'type': 'Point', 'coordinates': [-87.647555, 41.896397]}",
2026-04-30T01:01:08.000,1224,-1,Halsted,NB,Chicago,Division,0.5,N,0,0,1,5,4,1224-202604300601,41.896397,-87.647555,41.903636,-87.647904,"{'type': 'Point', 'coordinates': [-87.647555, 41.896397]}","{'type': 'Point', 'coordinates': [-87.647904, 41.903636]}",
2026-04-30T01:01:08.000,1225,-1,Halsted,NB,Division,North Ave,0.5,N,0,0,1,5,4,1225-202604300601,41.903636,-87.647904,41.91092,-87.648083,"{'type': 'Point', 'coordinates': [-87.647904, 41.903636]}","{'type': 'Point', 'coordinates': [-87.648083, 41.91092]}",
2026-04-30T01:01:08.000,1276,-1,Columbus,NB,Roosevelt,Congress,0.57,S,0,0,1,5,4,1276-202604300601,41.867512,-87.620301,41.875774,-87.620488,"{'type': 'Point', 'coordinates': [-87.620301, 41.867512]}","{'type': 'Point', 'coordinates': [-87.620488, 41.875774]}",
2026-04-30T01:01:08.000,1301,-1,Jackson,EB,Wacker,Michigain,0.63,W,0,0,1,5,4,1301-202604300601,41.878077,-87.636914,41.87828,-87.624306,"{'type': 'Point', 'coordinates': [-87.636914, 41.878077]}","{'type': 'Point', 'coordinates': [-87.624306, 41.87828]}",Oneway EB
2026-04-30T01:01:08.000,1302,-1,Balbo,EB,Michigan,Lake Shore Dr,0.52,E,0,0,1,5,4,1302-202604300601,41.872992,-87.627565,41.873156,-87.617312,"{'type': 'Point', 'coordinates': [-87.627565, 41.872992]}","{'type': 'Point', 'coordinates': [-87.617312, 41.873156]}",
2026-04-30T01:01:07.000,247,-1,55th,EB,Narragansett,Austin,0.5,W,0,0,1,5,4,0247-202604300601,41.7922117726,-87.7818067839,41.7924052792,-87.77206742,"{'type': 'Point', 'coordinates': [-87.7818067839, 41.7922117726]}","{'type': 'Point', 'coordinates': [-87.77206742, 41.7924052792]}",
2026-04-30T01:01:07.000,248,-1,55th,EB,Austin,Central,0.5,W,0,0,1,5,4,0248-202604300601,41.79240528,-87.77206742,41.79240528,-87.76223503,"{'type': 'Point', 'coordinates': [-87.77206742, 41.79240528]}","{'type': 'Point', 'coordinates': [-87.76223503, 41.79240528]}",
2026-04-30T01:01:07.000,249,-1,55th,EB,Central,Laramie,0.5,W,0,0,1,5,4,0249-202604300601,41.79240528,-87.76223503,41.79275062,-87.75250866,"{'type': 'Point', 'coordinates': [-87.76223503, 41.79240528]}","{'type': 'Point', 'coordinates': [-87.75250866, 41.79275062]}",
2026-04-30T01:01:07.000,250,-1,55th,EB,Laramie,Cicero,0.54,W,0,0,1,5,4,0250-202604300601,41.7927506225,-87.7525086618,41.7928937616,-87.7419859962,"{'type': 'Point', 'coordinates': [-87.7525086618, 41.7927506225]}","{'type': 'Point', 'coordinates': [-87.7419859962, 41.7928937616]}",
2026-04-30T01:01:07.000,251,-1,55th,EB,Cicero,Kostner,0.46,W,0,0,1,5,4,0251-202604300601,41.7928937616,-87.7419859962,41.792978773,-87.7329648143,"{'type': 'Point', 'coordinates': [-87.7419859962, 41.7928937616]}","{'type': 'Point', 'coordinates': [-87.7329648143, 41.792978773]}",
2026-04-30T01:01:07.000,469,37,95th,WB,Dr Martin L King Jr,Michigan,0.33,E,3,27,1,5,4,0469-202604300601,41.7220217125,-87.6140911627,41.7219106219,-87.6205312155,"{'type': 'Point', 'coordinates': [-87.6140911627, 41.7220217125]}","{'type': 'Point', 'coordinates': [-87.6205312155, 41.7219106219]}",
2026-04-30T01:01:07.000,470,35,95th,WB,Cottage Grove,Dr Martin L King Jr,0.49,E,2,16,1,5,4,0470-202604300601,41.7222259181,-87.6045012673,41.7220217125,-87.6140911627,"{'type': 'Point', 'coordinates': [-87.6045012673, 41.7222259181]}","{'type': 'Point', 'coordinates': [-87.6140911627, 41.7220217125]}",
2026-04-30T01:01:07.000,471,-1,95th,WB,Woodlawn,Cottage Grove,0.5,E,0,0,1,5,4,0471-202604300601,41.7222769494,-87.594731404,41.7222259181,-87.6045012673,"{'type': 'Point', 'coordinates': [-87.594731404, 41.7222769494]}","{'type': 'Point', 'coordinates': [-87.6045012673, 41.7222259181]}",
2026-04-30T01:01:07.000,472,-1,95th,WB,Stony Island,Woodlawn,0.49,E,0,0,1,5,4,0472-202604300601,41.7224793067,-87.5851058414,41.7222769494,-87.594731404,"{'type': 'Point', 'coordinates': [-87.5851058414, 41.7224793067]}","{'type': 'Point', 'coordinates': [-87.594731404, 41.7222769494]}",
2026-04-30T01:01:07.000,473,-1,95th,WB,Jeffery,Stony Island,0.5,E,0,0,1,5,4,0473-202604300601,41.7226422935,-87.5753648927,41.7224793067,-87.5851058414,"{'type': 'Point', 'coordinates': [-87.5753648927, 41.7226422935]}","{'type': 'Point', 'coordinates': [-87.5851058414, 41.7224793067]}",
2026-04-30T01:01:07.000,474,-1,95th,WB,Torrence,Jeffery,0.8,E,0,0,1,5,4,0474-202604300601,41.7228414789,-87.5598708419,41.7226422935,-87.5753648927,"{'type': 'Point', 'coordinates': [-87.5598708419, 41.7228414789]}","{'type': 'Point', 'coordinates': [-87.5753648927, 41.7226422935]}",
2026-04-30T01:01:07.000,477,-1,111th,EB,Western,Monterey,0.54,W,0,0,1,5,4,0477-202604300601,41.6916347471,-87.6811681063,41.6917886141,-87.6705815418,"{'type': 'Point', 'coordinates': [-87.6811681063, 41.6916347471]}","{'type': 'Point', 'coordinates': [-87.6705815418, 41.6917886141]}",
2026-04-30T01:01:07.000,478,-1,111th,EB,Vincennes,Racine,0.41,W,0,0,1,5,4,0478-202604300601,41.6920250017,-87.663245,41.692109631,-87.6521384462,"{'type': 'Point', 'coordinates': [-87.663245, 41.6920250017]}","{'type': 'Point', 'coordinates': [-87.6521384462, 41.692109631]}",
2026-04-30T01:01:07.000,479,-1,111th,EB,Racine,Halsted,0.5,W,0,0,1,5,4,0479-202604300601,41.692109631,-87.6521384352,41.6922327334,-87.6423663045,"{'type': 'Point', 'coordinates': [-87.6521384352, 41.692109631]}","{'type': 'Point', 'coordinates': [-87.6423663045, 41.6922327334]}",
2026-04-30T01:01:07.000,480,-1,111th,EB,Halsted,Stewart,0.48,W,0,0,1,5,4,0480-202604300601,41.6922327333,-87.6423662972,41.6923240264,-87.6329245691,"{'type': 'Point', 'coordinates': [-87.6423662972, 41.6922327333]}","{'type': 'Point', 'coordinates': [-87.6329245691, 41.6923240264]}",
2026-04-30T01:01:07.000,481,-1,111th,EB,Stewart,Michigan,0.61,W,0,0,1,5,4,0481-202604300601,41.6923240265,-87.6329245801,41.6924819001,-87.6210393558,"{'type': 'Point', 'coordinates': [-87.6329245801, 41.6923240265]}","{'type': 'Point', 'coordinates': [-87.6210393558, 41.6924819001]}",
2026-04-30T01:01:07.000,482,-1,111th,EB,Michigan,Cottage Grove,0.57,E,0,0,1,5,4,0482-202604300601,41.6924819001,-87.6210393704,41.6926264754,-87.6098570578,"{'type': 'Point', 'coordinates': [-87.6210393704, 41.6924819001]}","{'type': 'Point', 'coordinates': [-87.6098570578, 41.6926264754]}",
2026-04-30T01:01:07.000,483,-1,111th,EB,Cottage Grove,Bishop Ford Expy,0.57,E,0,0,1,5,4,0483-202604300601,41.6926264754,-87.6098570614,41.6923749771,-87.5988126481,"{'type': 'Point', 'coordinates': [-87.6098570614, 41.6926264754]}","{'type': 'Point', 'coordinates': [-87.5988126481, 41.6923749771]}",
2026-04-30T01:01:07.000,484,-1,111th,WB,Monterey,Western,0.54,W,0,0,1,5,4,0484-202604300601,41.6920630313,-87.670578725,41.6919091649,-87.6811653381,"{'type': 'Point', 'coordinates': [-87.670578725, 41.6920630313]}","{'type': 'Point', 'coordinates': [-87.6811653381, 41.6919091649]}",
2026-04-30T01:01:07.000,485,-1,111th,WB,Racine,Vincennes,0.41,W,0,0,1,5,4,0485-202604300601,41.6923840472,-87.6521355509,41.6922994183,-87.663399,"{'type': 'Point', 'coordinates': [-87.6521355509, 41.6923840472]}","{'type': 'Point', 'coordinates': [-87.663399, 41.6922994183]}",
2026-04-30T01:01:07.000,486,-1,111th,WB,Halsted,Racine,0.5,W,0,0,1,5,4,0486-202604300601,41.6925071489,-87.6423633676,41.6923840472,-87.6521355509,"{'type': 'Point', 'coordinates': [-87.6423633676, 41.6925071489]}","{'type': 'Point', 'coordinates': [-87.6521355509, 41.6923840472]}",
2026-04-30T01:01:07.000,487,-1,111th,WB,Stewart,Halsted,0.48,W,0,0,1,5,4,0487-202604300601,41.6925984414,-87.6329215921,41.6925071489,-87.6423633676,"{'type': 'Point', 'coordinates': [-87.6329215921, 41.6925984414]}","{'type': 'Point', 'coordinates': [-87.6423633676, 41.6925071489]}",
2026-04-30T01:01:07.000,488,-1,111th,WB,Michigan,Stewart,0.61,E,0,0,1,5,4,0488-202604300601,41.6927563144,-87.6210363283,41.6925984414,-87.6329215921,"{'type': 'Point', 'coordinates': [-87.6210363283, 41.6927563144]}","{'type': 'Point', 'coordinates': [-87.6329215921, 41.6925984414]}",
2026-04-30T01:01:07.000,489,-1,111th,WB,Cottage Grove,Michigan,0.57,E,0,0,1,5,4,0489-202604300601,41.6929008891,-87.6098539827,41.6927563144,-87.6210363283,"{'type': 'Point', 'coordinates': [-87.6098539827, 41.6929008891]}","{'type': 'Point', 'coordinates': [-87.6210363283, 41.6927563144]}",
2026-04-30T01:01:07.000,490,-1,111th,WB,Bishop Ford Expy,Cottage Grove,0.57,E,0,0,1,5,4,0490-202604300601,41.6926493901,-87.5988095261,41.6929008891,-87.6098539827,"{'type': 'Point', 'coordinates': [-87.5988095261, 41.6926493901]}","{'type': 'Point', 'coordinates': [-87.6098539827, 41.6929008891]}",
2026-04-30T01:01:07.000,491,-1,Monterey,SE,111th,Vincennes,0.48,S,0,0,1,5,4,0491-202604300601,41.6917909971,-87.6704846195,41.692013,-87.663346,"{'type': 'Point', 'coordinates': [-87.6704846195, 41.6917909971]}","{'type': 'Point', 'coordinates': [-87.663346, 41.692013]}",Part of 111th
2026-04-30T01:01:07.000,492,-1,Monterey,NW,Vincennes,111th,0.48,S,0,0,1,5,4,0492-202604300601,41.692177,-87.663494,41.6920654143,-87.6704818022,"{'type': 'Point', 'coordinates': [-87.663494, 41.692177]}","{'type': 'Point', 'coordinates': [-87.6704818022, 41.6920654143]}",Part of 111th
2026-04-30T01:01:07.000,497,-1,Archer,EB,Cicero,Kostner,0.51,S,0,0,1,5,4,0497-202604300601,41.7985004459,-87.7429034455,41.8000225514,-87.733172525,"{'type': 'Point', 'coordinates': [-87.7429034455, 41.7985004459]}","{'type': 'Point', 'coordinates': [-87.733172525, 41.8000225514]}",
2026-04-30T01:01:07.000,498,13,Archer,EB,Kostner,Pulaski,0.52,S,2,20,1,5,4,0498-202604300601,41.8000225514,-87.733172525,41.8021841928,-87.7234847773,"{'type': 'Point', 'coordinates': [-87.733172525, 41.8000225514]}","{'type': 'Point', 'coordinates': [-87.7234847773, 41.8021841928]}",
2026-04-30T01:01:07.000,499,22,Archer,EB,Pulaski,47th,0.62,S,1,11,1,5,4,0499-202604300601,41.8021841928,-87.7234847773,41.8077612143,-87.7140372137,"{'type': 'Point', 'coordinates': [-87.7234847773, 41.8021841928]}","{'type': 'Point', 'coordinates': [-87.7140372137, 41.8077612143]}",
2026-04-30T01:01:07.000,500,22,Archer,EB,47th,Kedzie,0.66,S,1,11,1,5,4,0500-202604300601,41.8077612143,-87.7140372137,41.8139891446,-87.7042605902,"{'type': 'Point', 'coordinates': [-87.7140372137, 41.8077612143]}","{'type': 'Point', 'coordinates': [-87.7042605902, 41.8139891446]}",
2026-04-30T01:01:07.000,501,27,Archer,EB,Kedzie,California,0.64,S,1,1,1,5,4,0501-202604300601,41.8139891446,-87.7042605902,41.8198633558,-87.6944855458,"{'type': 'Point', 'coordinates': [-87.7042605902, 41.8139891446]}","{'type': 'Point', 'coordinates': [-87.6944855458, 41.8198633558]}",
